,zipcode_98168,zipcode_98055,zipcode_98112,zipcode_98075,zipcode_98022,space_land_15,zipcode_98038,view_qual_3,zipcode_98102,zipcode_98105,zipcode_98042,zipcode_98030,see_sea,zipcode_98119,zipcode_98002,bathrooms,bedrooms,zipcode_98058,zipcode_98006,zipcode_98001,floors,space_above,view_qual_2,zipcode_98198,zipcode_98031,space_int_15,zipcode_98005,view_qual_4,zipcode_98109,lat,yr_renovated,zipcode_98003,zipcode_98004,zipcode_98023,zipcode_98040,zipcode_98092,grade,zipcode_98106,zipcode_98033,house_age,zipcode_98133,view_qual_1,land_space,view_qual_0,zipcode_98178,interior_space,zipcode_98199,zipcode_98039,sqft_basement
17681,0,0,0,0,0,10880,0,0,0,0,0,0,0,0,0,3.5,4,0,0,0,2.0,3920,0,0,0,3740,0,0,0,47.5416,0,0,0,0,0,0,10,0,0,1999,0,0,11086,1,0,3920,0,0,0
17951,0,0,0,0,0,9325,0,0,0,0,0,0,0,0,0,2.75,4,0,0,0,1.0,1240,0,0,0,1980,0,0,0,47.5378,0,0,0,0,0,0,8,0,0,1976,0,0,9915,1,0,2150,0,0,910
1180,0,0,0,0,0,6218,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,3060,0,0,0,3240,0,0,0,47.5393,0,0,0,0,0,0,9,0,0,2006,0,0,7140,1,0,3060,0,0,0
576,0,0,0,0,0,3402,0,0,0,0,0,0,0,0,1,2.5,3,0,0,0,2.0,1805,0,0,0,2095,0,0,0,47.3521,0,0,0,0,0,0,7,0,0,2009,0,0,3402,1,0,1805,0,0,0
11427,0,0,0,0,0,10220,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1250,0,0,0,1720,0,0,0,47.5093,0,0,0,0,0,0,7,0,0,1959,0,0,15603,1,0,1250,0,0,0
11319,0,0,0,0,0,12025,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2450,0,0,0,2630,0,0,0,47.7177,0,0,0,0,0,0,8,0,0,1985,0,0,27081,1,0,2450,0,0,0
18082,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.5,1570,0,0,0,1490,0,0,0,47.6867,0,0,0,0,0,0,8,0,0,1931,0,0,2600,1,0,1570,0,0,0
19881,0,0,0,0,0,5617,0,0,0,0,0,0,0,0,0,2.75,4,0,0,0,2.0,3550,0,0,0,3140,0,0,0,47.7076,0,0,0,0,0,0,9,0,0,2013,0,0,6558,1,0,3550,0,0,0
3264,0,0,0,0,0,3800,0,0,0,1,0,0,0,0,0,1.75,3,0,0,0,1.5,1190,0,0,0,1420,0,0,0,47.6668,0,0,0,0,0,0,7,0,0,1908,0,0,2500,1,0,1590,0,0,400
3889,0,0,0,0,0,8267,0,0,0,0,0,0,0,0,0,2.25,5,0,0,0,2.0,3120,0,0,0,2160,0,0,0,47.3097,0,0,0,1,0,0,8,0,0,1980,0,0,10400,1,0,3120,0,0,0
11206,0,0,0,0,0,8342,0,0,0,0,0,0,0,0,0,1.75,4,0,0,0,1.0,1700,0,0,0,2430,0,0,0,47.651,0,0,0,0,0,0,8,0,0,1975,0,0,7800,1,0,1700,0,0,0
13894,0,0,0,0,0,6816,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,1990,0,0,0,2650,0,0,0,47.5323,0,0,0,0,0,0,8,0,0,2004,0,0,4978,1,0,1990,0,0,0
4497,0,0,0,0,0,8102,0,0,0,0,1,0,0,0,0,2.5,4,0,0,0,2.0,3120,0,0,0,2980,0,0,0,47.3645,0,0,0,0,0,0,9,0,0,1998,0,0,7448,1,0,3120,0,0,0
1855,0,0,0,0,0,5500,0,0,0,0,1,0,0,0,0,2.5,5,0,0,0,2.0,3220,0,0,0,2740,0,0,0,47.3717,0,0,0,0,0,0,8,0,0,2002,0,0,5751,1,0,3220,0,0,0
6293,0,0,0,0,0,9219,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1090,0,0,0,1660,0,0,0,47.2613,0,1,0,0,0,0,7,0,0,1994,0,0,7647,1,0,1090,0,0,0
361,0,0,0,0,0,11340,0,0,0,0,0,0,0,0,0,2.5,5,0,0,0,2.0,2760,0,0,0,2470,0,0,0,47.4769,0,0,0,0,0,0,9,0,0,1978,0,0,11340,1,0,2760,0,0,0
15672,0,0,0,0,0,3915,1,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2150,0,0,0,2220,0,0,0,47.3658,0,0,0,0,0,0,7,0,0,2010,0,0,3600,1,0,2150,0,0,0
661,0,0,0,0,0,11400,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,1.0,1550,0,0,0,2090,0,0,0,47.5221,0,0,0,0,0,0,7,0,0,1967,0,0,14440,1,0,2250,0,0,700
716,0,0,0,0,0,8108,0,0,0,0,0,0,0,0,0,1.5,3,0,0,0,1.0,1010,0,0,0,1300,0,0,0,47.7359,0,0,0,0,0,0,7,0,0,1954,0,0,8108,1,0,1010,0,0,0
11266,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,2.0,3,0,0,0,1.5,1580,0,0,0,1750,0,0,0,47.6025,0,0,0,0,0,0,7,0,0,1900,0,0,3600,1,0,2330,0,0,750
6525,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,830,0,0,0,1110,0,0,0,47.6914,0,0,0,0,0,0,7,0,0,1921,0,0,5000,1,0,830,0,0,0
932,0,0,0,0,0,15654,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1250,0,0,0,1920,0,0,0,47.3414,0,0,0,0,0,0,6,0,0,1972,0,0,18616,1,0,1250,0,0,0
2917,0,0,0,0,0,8069,0,0,0,0,0,0,0,0,0,1.5,4,0,0,0,1.5,1780,0,0,0,1350,0,0,0,47.5142,0,0,0,0,0,0,7,0,0,1962,0,0,7914,1,0,1780,0,0,0
16325,1,0,0,0,0,7573,0,0,0,0,0,0,0,0,0,1.5,4,0,0,0,1.0,1020,0,0,0,1740,0,0,0,47.4787,0,0,0,0,0,0,7,0,0,1962,0,0,7292,1,0,1740,0,0,720
5611,0,0,0,0,0,7663,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1010,0,0,0,1590,0,0,0,47.7601,0,0,0,0,0,0,6,0,0,1948,0,0,7200,1,0,1010,0,0,0
8247,0,0,0,0,0,4890,1,0,0,0,0,0,0,0,0,2.0,2,0,0,0,1.0,1420,0,0,0,2140,0,0,0,47.3543,0,0,0,0,0,0,7,0,0,2004,0,0,5185,1,0,1420,0,0,0
4596,0,0,0,0,0,6908,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,920,0,0,0,1130,0,0,0,47.7451,0,0,0,0,0,0,7,0,0,1955,0,0,6909,1,0,1540,0,0,620
16999,0,0,0,0,0,8260,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1240,0,0,0,1240,0,0,0,47.6775,0,0,0,0,0,0,7,0,1,1968,0,0,7300,1,0,1240,0,0,0
16801,0,0,0,0,0,7800,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,1010,0,0,0,980,0,0,0,47.3759,0,0,0,0,0,0,6,0,0,1926,0,0,5408,1,0,1010,0,0,0
2645,0,0,0,0,0,12935,0,0,0,0,0,0,0,0,0,3.0,4,0,0,0,2.0,2360,0,0,0,3140,0,0,0,47.5468,0,0,0,0,1,0,10,0,0,1977,0,0,13444,1,0,3500,0,0,1140
9352,0,0,0,0,0,8216,0,0,0,0,0,0,0,0,0,4.0,4,0,0,0,2.0,2630,0,0,0,2340,0,0,0,47.6402,0,0,0,0,0,0,8,0,0,1958,0,0,8400,1,0,3530,1,0,900
11050,0,0,0,0,0,7920,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1200,0,0,0,1800,0,0,0,47.6075,0,0,0,0,0,0,7,0,0,1962,0,0,5252,1,0,1200,0,0,0
8172,0,0,0,0,0,8982,0,0,0,0,0,0,0,0,0,1.5,3,0,0,0,1.0,1090,0,0,0,2010,0,0,0,47.5817,0,0,0,0,1,0,7,0,0,1958,0,0,7200,1,0,1090,0,0,0
9910,0,0,0,0,0,9135,0,0,0,0,0,0,0,0,0,3.0,4,0,0,0,2.0,2420,0,0,0,2420,0,0,0,47.4693,0,0,0,0,0,0,7,0,0,2003,0,0,9566,1,0,2420,0,0,0
8575,0,0,0,0,0,21886,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2300,0,0,0,2640,0,0,0,47.6454,0,0,0,0,0,0,8,0,0,1992,0,0,22445,1,0,2300,0,0,0
10920,0,0,0,0,0,3129,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,1690,0,0,0,1690,0,0,0,47.6768,0,0,0,0,0,0,7,0,0,2005,0,0,3827,1,0,1690,0,0,0
2575,0,0,0,0,0,5001,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,2820,0,0,0,2660,0,0,0,47.5533,0,0,0,0,0,0,9,0,0,2004,0,0,5001,1,0,2820,0,0,0
5545,0,0,0,0,0,6346,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2390,0,0,0,2560,0,0,0,47.4811,0,0,0,0,0,0,7,0,0,2003,0,0,6775,1,0,2390,0,0,0
14650,0,0,0,0,0,7070,0,0,0,0,0,0,0,0,0,3.0,4,0,0,0,1.0,1470,0,0,0,1840,0,0,0,47.7094,0,0,0,0,0,0,8,0,0,1976,0,0,5625,1,0,2530,0,0,1060
19051,0,0,0,0,0,9514,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1040,0,0,0,1040,0,0,0,47.4936,0,0,0,0,0,0,7,0,0,1969,0,0,9514,1,0,1040,0,0,0
6842,0,0,0,0,0,54014,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,1.0,1380,0,0,0,2830,0,0,0,47.7323,0,0,0,0,0,0,8,0,0,1978,0,0,98445,1,0,2320,0,0,940
303,0,0,0,0,0,4590,1,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,2040,0,0,0,2370,0,0,0,47.3537,0,0,0,0,0,0,8,0,0,2006,0,0,3810,1,0,2040,0,0,0
8462,0,0,0,0,0,7632,0,0,0,0,0,0,0,0,0,2.0,4,0,0,0,1.5,1400,0,0,0,1400,0,0,0,47.4625,0,0,0,0,0,0,6,0,0,1930,0,0,7632,1,0,1400,0,0,0
18753,0,0,0,0,0,8100,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1370,0,0,0,1820,0,0,0,47.7346,0,0,0,0,0,0,7,0,0,1976,0,0,7210,1,0,1800,0,0,430
18867,0,0,0,0,0,4848,0,0,0,1,0,0,0,0,0,2.0,4,0,0,0,1.5,1670,0,0,0,1800,0,0,0,47.6633,0,0,0,0,0,0,7,0,0,1940,0,0,5188,1,0,1890,0,0,220
15165,0,0,0,0,0,7206,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,2120,0,0,0,1930,0,0,0,47.7174,0,0,0,0,0,0,8,0,0,2003,1,0,7201,1,0,2120,0,0,0
13474,0,0,0,0,0,3377,0,0,0,0,0,0,0,0,0,1.75,4,0,0,0,2.0,1430,0,0,0,1640,0,0,0,47.604,0,0,0,0,0,0,7,0,0,1900,0,0,4096,1,0,1430,0,0,0
18388,0,0,0,0,0,3160,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,840,0,0,0,1070,0,0,1,47.6385,0,0,0,0,0,0,7,0,0,1926,0,0,3160,1,0,1090,0,0,250
15927,0,0,0,0,0,9075,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1300,0,0,0,1570,0,0,0,47.611,0,0,0,0,0,0,7,0,0,1958,0,0,7975,1,0,1300,0,0,0
10714,0,0,0,0,0,4972,0,0,0,0,0,0,0,0,0,3.0,3,0,0,0,2.0,2630,0,0,0,2880,0,0,0,47.6932,0,0,0,0,0,0,9,0,0,2006,0,0,4896,1,0,2630,0,0,0
10903,0,0,0,0,0,10250,0,0,0,0,0,0,0,0,0,1.75,4,0,1,0,1.0,850,0,0,0,1680,0,0,0,47.5762,0,0,0,0,0,0,7,0,0,1955,0,0,14756,1,0,1700,0,0,850
16849,0,0,0,0,0,7950,0,0,0,0,0,0,0,0,0,2.25,3,0,0,0,1.0,1220,0,0,0,2040,0,0,0,47.7184,0,0,0,0,0,0,7,0,0,1974,0,0,7125,1,0,1790,0,0,570
12531,0,0,0,0,0,4080,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.5,1830,0,0,0,1830,0,0,0,47.676,0,0,0,0,0,0,7,0,0,1909,0,0,4500,1,0,1830,0,0,0
21185,0,0,0,0,0,4184,1,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,1950,0,0,0,1870,0,0,0,47.3658,0,0,0,0,0,0,7,0,0,2010,0,0,3600,1,0,1950,0,0,0
4188,0,0,0,0,0,5559,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1190,0,0,0,1810,0,0,0,47.6436,0,0,0,0,0,0,7,0,0,1939,0,0,5378,1,0,1450,1,0,260
12468,0,0,0,0,0,67019,0,0,0,0,0,0,0,0,0,3.5,5,0,0,0,2.0,3870,0,0,0,4290,0,0,0,47.6403,0,0,0,0,0,0,10,0,0,1994,0,0,65556,1,0,3870,0,0,0
10558,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,1430,0,0,0,2320,0,0,0,47.7023,0,0,0,0,0,0,7,0,0,1938,0,0,12092,1,0,1430,0,0,0
14443,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,960,0,0,0,930,0,0,0,47.5188,0,0,0,0,0,0,6,0,0,1951,0,0,5000,1,0,960,0,0,0
6964,1,0,0,0,0,8100,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.5,1130,0,0,0,1080,0,0,0,47.4935,0,0,0,0,0,0,6,0,0,1934,0,0,8100,1,0,1130,0,0,0
20285,0,0,0,0,0,5314,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2400,0,0,0,2710,0,0,0,47.4959,0,0,0,0,0,0,8,0,0,2007,0,0,6811,1,0,2400,0,0,0
3877,0,0,0,0,0,9300,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1470,0,0,0,1470,0,0,0,47.473,0,0,0,0,0,0,7,0,0,1953,0,0,6500,1,0,1470,0,0,0
11731,0,0,0,0,0,8316,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1180,0,0,1,1290,0,0,0,47.39,0,0,0,0,0,0,7,0,0,1970,0,0,9000,1,0,1180,0,0,0
20429,0,0,0,0,0,5450,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2440,0,0,0,2970,0,0,0,47.7043,0,0,0,0,0,0,8,0,0,2013,0,0,4850,1,0,2440,0,0,0
5949,0,0,0,0,0,9800,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1010,0,0,0,1260,0,0,0,47.4518,0,0,0,0,0,0,7,0,0,1949,0,0,15701,1,0,1010,0,0,0
7416,0,0,0,0,0,5200,0,0,0,0,1,0,0,0,0,1.5,4,0,0,0,1.0,1450,0,0,0,1060,0,0,0,47.3613,0,0,0,0,0,0,6,0,0,1969,0,0,5530,1,0,1450,0,0,0
11354,0,0,0,0,0,13394,0,0,0,0,0,0,0,0,0,1.5,3,0,0,0,1.0,1460,0,0,0,1460,0,0,0,47.3119,0,0,0,0,0,0,6,0,0,1977,0,0,13503,1,0,1460,0,0,0
11708,0,0,0,0,1,84942,0,1,0,0,0,0,0,0,0,2.5,2,0,0,0,1.0,2200,0,0,0,2700,0,0,0,47.2458,0,0,0,0,0,0,8,0,0,2007,0,0,188200,0,0,2200,0,0,0
4432,0,0,0,0,0,11620,0,0,0,0,0,0,0,0,0,2.75,5,0,0,0,1.0,1420,0,0,0,2210,0,0,0,47.7618,0,0,0,0,0,0,7,0,0,1960,0,0,12253,1,0,2840,0,0,1420
11766,0,0,0,0,0,6262,0,0,0,0,0,0,0,0,0,2.0,2,0,0,0,1.0,1570,0,0,0,2165,0,0,0,47.709,0,0,0,0,0,0,8,0,0,2006,0,0,4665,1,0,1570,0,0,0
11706,0,0,0,0,1,10489,0,0,0,0,0,0,0,0,0,1.5,3,0,0,0,1.0,1560,0,0,0,1400,0,0,0,47.2048,0,0,0,0,0,0,7,0,0,1961,0,0,10489,1,0,1560,0,0,0
9010,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1070,0,0,0,2280,0,0,0,47.6993,0,0,0,0,0,0,7,0,0,1910,0,0,7280,1,0,2140,0,0,1070
17127,0,0,0,0,0,2897,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,1670,0,0,0,1670,0,0,0,47.531,0,0,0,0,0,0,8,0,0,2000,0,0,2575,1,0,1670,0,0,0
10268,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,3.0,3,0,0,0,2.0,2790,1,0,0,2160,0,0,0,47.5854,1999,0,0,0,0,0,8,0,0,52,0,0,8400,0,0,4610,0,0,1820
2388,0,0,0,0,0,6297,1,0,0,0,0,0,0,0,0,2.25,4,0,0,0,2.0,2230,0,0,0,2420,0,0,0,47.3769,0,0,0,0,0,0,8,0,0,2005,0,0,6791,1,0,2230,0,0,0
12160,0,0,0,0,0,10154,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1460,0,0,0,2240,0,0,0,47.6709,2000,0,0,0,0,0,8,0,1,32,0,0,10128,1,0,1460,0,0,0
11811,0,0,0,0,0,8880,0,0,0,0,0,0,0,0,0,1.0,3,0,1,0,1.0,1040,0,0,0,1280,0,0,0,47.5765,0,0,0,0,0,0,7,0,0,1955,0,0,9800,1,0,1040,0,0,0
2861,0,0,0,0,0,5413,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,880,0,0,0,1250,0,0,0,47.6971,0,0,0,0,0,0,7,0,0,1939,0,0,5413,1,0,1130,0,0,250
4166,0,0,0,0,0,5874,0,0,0,0,0,0,0,0,0,2.0,4,0,0,0,1.0,1430,0,0,0,2030,0,0,0,47.6876,0,0,0,0,0,0,8,0,0,1958,0,0,6000,1,0,2260,0,0,830
2248,0,0,0,0,0,5387,0,0,0,0,0,0,0,0,0,3.75,4,0,0,0,2.0,2570,0,0,0,1880,0,0,0,47.692,0,0,0,0,0,0,10,0,0,2006,0,0,4940,1,0,3450,0,0,880
2889,0,0,0,0,0,215186,1,0,0,0,0,0,0,0,0,2.25,3,0,0,0,1.0,2680,0,0,0,3170,0,0,0,47.4487,0,0,0,0,0,0,9,0,0,2004,0,0,175982,1,0,2680,0,0,0
17397,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1300,0,0,0,1880,0,0,0,47.6854,0,0,0,0,0,0,7,0,0,1965,0,0,4000,1,0,1900,0,0,600
9582,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,800,0,0,0,1410,0,0,0,47.6751,0,0,0,0,0,0,7,0,0,1906,0,0,5000,1,0,800,0,0,0
16054,0,0,0,0,0,6054,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,2140,0,0,0,1630,0,0,0,47.5494,0,0,0,0,0,0,7,0,0,1957,0,0,5037,1,0,2140,0,0,0
10883,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,1.0,3,0,0,1,1.0,1710,0,0,0,1310,0,0,0,47.2616,0,0,0,0,0,0,7,0,0,1972,0,0,12000,1,0,1710,0,0,0
4769,0,0,0,0,0,11600,0,1,0,0,0,0,0,0,0,1.75,4,0,0,0,2.0,2220,0,0,0,2430,0,0,0,47.4519,0,0,0,0,0,0,8,0,0,1964,0,0,6500,0,0,2220,0,0,0
15318,0,0,0,0,0,7464,0,0,0,0,0,1,0,0,0,2.25,3,0,0,0,2.0,2000,0,0,0,1950,0,0,0,47.349,0,0,0,0,0,0,7,0,0,1985,0,0,7225,1,0,2000,0,0,0
8424,0,0,0,0,0,35671,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,2850,0,0,0,3340,0,0,0,47.7376,0,0,0,0,0,0,10,0,0,1987,0,0,36585,1,0,2850,0,0,0
12724,0,0,0,0,0,5100,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1100,0,0,0,1450,0,0,0,47.5231,0,0,0,0,0,0,7,0,0,1913,0,0,5100,1,0,1100,0,0,0
7817,0,0,0,0,0,7392,0,0,0,0,0,0,0,0,0,1.75,3,0,0,1,1.0,1610,0,0,0,1450,0,0,0,47.3413,0,0,0,0,0,0,7,0,0,1964,0,0,7392,1,0,1610,0,0,0
21032,0,0,0,0,0,2457,0,0,0,0,0,0,0,0,0,2.5,2,0,0,0,2.0,1500,0,0,0,1800,0,0,0,47.5622,0,0,0,0,0,0,9,0,0,2012,0,0,2162,1,0,1950,0,0,450
4292,0,0,0,0,0,7457,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1060,0,0,0,1060,0,0,0,47.5649,0,0,0,0,0,0,7,1,0,1968,0,0,7920,1,0,1060,0,0,0
20579,0,0,0,0,0,3814,0,0,0,0,1,0,0,0,0,2.25,3,0,0,0,2.0,1400,0,0,0,1610,0,0,0,47.3584,0,0,0,0,0,0,7,0,0,2012,0,0,3814,1,0,1400,0,0,0
20180,0,0,0,0,0,5260,0,0,0,0,0,0,0,0,0,3.5,4,0,0,0,2.0,2910,0,0,0,2910,0,0,0,47.5168,0,0,0,0,0,0,9,0,0,2012,0,0,5260,1,0,2910,0,0,0
4937,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,2550,1,0,0,2030,0,0,0,47.5996,2013,0,0,0,0,0,10,0,0,32,0,0,7200,0,0,2550,0,0,0
14380,0,0,0,0,0,19687,0,1,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1560,0,0,0,1760,0,0,0,47.5023,0,0,0,0,0,0,8,0,0,1973,0,0,26099,0,0,1560,0,0,0
6165,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,1.0,4,0,0,0,1.5,1740,0,0,0,1590,0,0,0,47.6058,0,0,0,0,0,0,7,0,0,1924,0,0,4400,1,0,1740,0,0,0
12535,0,0,0,0,0,8523,0,0,0,0,0,0,0,0,0,1.75,4,0,0,0,1.5,1400,0,0,1,1910,0,0,0,47.4153,0,0,0,0,0,0,7,0,0,1935,0,0,54014,1,0,1400,0,0,0
2105,0,0,0,0,0,7650,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1100,0,0,0,1810,0,0,0,47.4892,0,0,0,0,0,0,7,0,0,1984,0,0,7650,1,0,1420,0,0,320
7502,0,0,0,0,0,7295,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,2.0,990,0,0,0,1350,0,0,0,47.5118,0,0,0,0,0,0,7,0,0,1981,0,0,10556,1,0,990,0,0,0
632,0,0,0,0,0,7700,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1600,0,0,0,1680,0,0,0,47.5375,0,0,0,0,0,0,7,0,0,1968,0,0,7700,1,0,2080,0,0,480
1943,0,0,0,0,0,9222,0,0,0,0,0,0,0,0,0,2.5,3,0,0,1,1.0,1110,0,0,0,1470,0,0,0,47.3386,0,0,0,0,0,0,7,0,0,1977,0,0,9292,1,0,1570,0,0,460
8570,0,0,0,0,0,5200,0,0,0,0,1,0,0,0,0,1.0,3,0,0,0,1.0,860,0,0,0,1010,0,0,0,47.3677,0,0,0,0,0,0,6,0,0,1969,0,0,5200,1,0,860,0,0,0
9568,0,0,0,0,0,7350,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1150,0,0,0,1350,0,0,0,47.6246,0,0,0,0,0,0,7,0,0,1960,0,0,7314,1,0,1150,0,0,0
183,0,0,0,0,0,3417,1,0,0,0,0,0,0,0,0,1.5,2,0,0,0,2.0,1050,0,0,0,1050,0,0,0,47.3848,0,0,0,0,0,0,7,0,0,1996,0,0,3419,1,0,1050,0,0,0
15113,0,0,0,0,0,6600,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.5,1150,0,0,0,1530,0,0,0,47.6709,0,0,0,0,0,0,6,0,1,1970,0,0,6600,1,0,1150,0,0,0
14632,0,0,0,0,0,7350,0,0,0,0,0,0,0,0,0,1.75,4,0,0,0,1.0,1100,0,0,0,1720,0,0,0,47.3428,0,1,0,0,0,0,7,0,0,1963,0,0,7350,1,0,2000,0,0,900
7780,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,2.0,3,0,0,0,1.0,1840,0,0,0,2500,0,0,0,47.4468,0,0,0,0,0,0,8,0,0,1954,0,0,30056,1,0,2500,0,0,660
2900,0,0,0,0,0,14455,0,0,0,0,0,0,0,0,0,2.5,5,0,0,0,2.0,2670,0,0,0,1810,0,0,0,47.7565,0,0,0,0,0,0,9,0,0,1958,0,0,14455,1,0,2670,0,0,0
2476,0,0,0,0,1,10978,0,0,0,0,0,0,0,0,0,1.75,4,0,0,0,2.5,2140,0,0,0,2030,0,0,0,47.196,2001,0,0,0,0,0,8,0,0,71,0,0,11651,1,0,2140,0,0,0
13501,0,0,0,0,0,8009,0,0,0,0,0,0,0,0,0,2.0,4,0,0,0,1.5,1690,0,1,0,1480,0,0,0,47.3666,0,0,0,0,0,0,7,0,0,1967,0,0,7728,1,0,1690,0,0,0
3665,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,1.0,3,0,1,0,1.0,950,0,0,0,1060,0,0,0,47.572,0,0,0,0,0,0,7,0,0,1954,0,0,10080,1,0,950,0,0,0
6677,0,0,0,0,0,7980,0,0,0,0,0,0,0,0,0,2.25,3,0,0,0,1.0,1720,0,0,0,2350,0,0,0,47.7735,0,0,0,0,0,0,8,0,0,1973,0,0,7207,1,0,2070,0,0,350
2725,0,0,0,0,0,5880,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,1890,0,0,0,2030,0,0,0,47.3293,0,0,0,0,0,1,7,0,0,2004,0,0,5954,1,0,1890,0,0,0
3778,0,0,0,0,0,5350,0,0,0,1,0,0,0,0,0,2.0,3,0,0,0,2.0,2390,0,0,0,1920,0,0,0,47.6707,0,0,0,0,0,0,7,0,0,1921,0,0,8025,1,0,2390,0,0,0
16640,0,0,0,0,0,7573,0,0,0,0,0,0,0,0,0,2.0,3,0,0,0,2.0,1840,0,0,0,1280,0,0,0,47.7368,0,0,0,0,0,0,7,0,0,2012,0,0,3432,1,0,1840,0,0,0
5755,0,0,0,0,0,12127,0,0,0,0,0,0,0,0,0,3.5,4,0,1,0,2.0,3420,1,0,0,4090,0,0,0,47.5518,0,0,0,0,0,0,12,0,0,1996,0,0,12426,0,0,4410,0,0,990
12045,0,0,0,0,0,9450,0,1,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1150,0,0,0,2110,0,0,0,47.4919,0,0,0,0,0,0,8,0,0,1958,0,0,9500,0,0,1740,0,0,590
16078,0,0,0,0,0,18521,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,3490,0,0,0,2850,0,0,0,47.7406,0,0,0,0,0,0,9,0,0,1990,0,0,18521,1,0,3490,0,0,0
21314,0,1,0,0,0,5418,0,0,0,0,0,0,0,0,0,3.5,4,0,0,0,2.0,2587,0,0,0,2996,0,0,0,47.4483,0,0,0,0,0,0,8,0,0,2008,0,0,4000,1,0,3217,0,0,630
20528,0,0,0,0,0,1169,0,0,1,0,0,0,0,0,0,2.25,2,0,0,0,2.0,940,0,0,0,1300,0,0,0,47.6369,0,0,0,0,0,0,8,0,0,2006,0,0,1209,1,0,1060,0,0,120
