,sqft_basement,view_qual,yr_renovated,zipcode_98040,space_above,see_sea,bathrooms,space_int_15,zipcode_98006,bedrooms,lat,zipcode_98039,zipcode_98112,grade,interior_space,zipcode_98004,floors
17245,0,0,0,0,4070,0,4.0,2640,0,5,47.6771,0,0,10,4070,0,2.0
11420,0,0,0,0,1600,0,2.5,1690,0,3,47.6868,0,0,7,1600,0,2.0
18815,1000,0,0,0,1190,0,1.75,1510,0,4,47.5846,0,0,7,2190,0,1.0
5255,0,0,0,0,1290,0,1.0,1930,0,3,47.6835,0,0,7,1290,0,1.0
9640,0,0,0,0,2380,0,2.5,2400,0,3,47.4525,0,0,9,2380,0,1.5
14385,1500,1,1982,0,2070,0,2.0,3570,0,3,47.6413,1,0,8,3570,0,1.0
6309,780,0,0,0,2210,0,2.5,2990,0,4,47.5353,0,0,9,2990,0,2.0
20777,0,0,0,0,1239,0,2.0,2060,0,3,47.3689,0,0,7,1239,0,1.0
17502,0,0,0,0,2440,0,2.5,3170,0,3,47.2689,0,0,9,2440,0,1.0
9649,0,0,0,0,860,0,1.0,1300,0,2,47.675,0,0,6,860,0,1.0
15921,0,0,0,0,1210,0,1.0,1580,0,2,47.5342,0,0,6,1210,0,1.0
1290,240,0,0,0,2230,0,2.25,1970,0,3,47.4459,0,0,8,2470,0,2.0
14729,0,0,0,0,2480,0,2.5,2480,0,3,47.6797,0,0,7,2480,0,2.0
5024,0,2,0,0,4140,0,5.25,4440,0,4,47.5871,0,0,11,4140,0,2.0
305,960,0,0,0,960,0,1.75,1740,0,3,47.6239,0,1,8,1920,0,1.0
10076,0,0,0,0,1750,0,1.75,1230,0,3,47.4989,0,0,7,1750,0,1.0
21463,0,0,0,0,2330,0,2.5,2300,0,4,47.359,0,0,7,2330,0,2.0
2538,0,0,0,0,3200,0,3.5,3200,0,4,47.3545,0,0,9,3200,0,2.0
9291,0,0,0,0,1690,0,2.5,1410,0,3,47.3498,0,0,7,1690,0,2.0
8531,0,0,0,0,1980,0,2.5,2000,0,3,47.7767,0,0,7,1980,0,2.0
20249,0,0,0,0,1730,0,2.5,2030,0,3,47.5014,0,0,8,1730,0,2.0
16190,0,0,0,0,1630,0,2.5,2110,0,3,47.2622,0,0,8,1630,0,1.0
8012,0,0,0,0,2070,0,2.0,1300,1,4,47.566,0,0,7,2070,0,1.0
6176,0,0,0,0,1340,0,1.75,1780,0,3,47.7186,0,0,7,1340,0,1.0
11927,0,0,0,0,4310,0,2.5,3170,0,5,47.6662,0,0,10,4310,0,2.0
7200,1090,3,0,0,3180,0,4.0,4280,0,4,47.5443,0,0,10,4270,0,2.0
15849,0,0,0,0,1950,0,2.5,1780,0,4,47.5066,0,0,7,1950,0,2.0
16240,0,0,0,0,2770,0,2.5,2770,0,4,47.686,0,0,7,2770,0,2.0
439,580,2,0,0,1540,0,1.75,2460,0,3,47.504,0,0,8,2120,0,1.0
9591,0,0,0,0,2040,0,2.5,2420,0,4,47.3337,0,0,8,2040,0,2.0
12662,0,0,0,0,870,0,1.0,1020,0,2,47.498,0,0,6,870,0,1.0
15740,0,0,0,0,2678,0,2.5,2780,0,3,47.738,0,0,9,2678,0,2.0
1038,0,0,0,0,2000,0,2.5,2430,0,4,47.3559,0,0,8,2000,0,2.0
16402,0,0,0,0,3070,0,3.0,2760,0,5,47.3666,0,0,8,3070,0,2.0
13890,0,0,0,0,3000,0,2.5,1550,0,4,47.7151,0,0,8,3000,0,2.0
17892,0,0,0,0,1040,0,1.0,1030,0,3,47.5121,0,0,6,1040,0,2.0
6809,0,0,0,0,1560,0,2.5,1670,0,3,47.3834,0,0,7,1560,0,2.0
18034,0,0,0,0,2840,0,2.5,1934,0,4,47.7134,0,0,8,2840,0,2.0
9691,0,0,0,0,2080,0,2.5,2170,0,4,47.5978,0,0,8,2080,0,2.0
13907,0,2,0,0,5190,0,5.5,3840,0,5,47.5424,0,0,11,5190,0,2.0
9180,570,0,0,0,690,0,1.0,1250,0,2,47.6899,0,0,6,1260,0,1.0
6461,0,0,1940,0,970,0,1.0,1180,0,2,47.5754,0,0,6,970,0,1.0
10609,870,0,0,0,1810,0,3.0,1860,0,5,47.4401,0,0,8,2680,0,2.0
3871,1630,3,0,1,4610,0,4.75,4170,0,5,47.5317,0,0,11,6240,0,1.0
10479,0,0,1993,0,2240,0,3.0,1060,0,4,47.5124,0,0,7,2240,0,2.0
15281,0,0,0,0,2360,0,2.5,1860,0,3,47.3257,0,0,8,2360,0,2.0
8129,0,0,2008,0,1820,0,2.5,1480,0,3,47.2137,0,0,7,1820,0,1.5
15663,0,0,0,0,1010,0,1.5,1270,0,3,47.4238,0,0,6,1010,0,1.0
7729,270,0,0,0,980,0,2.0,1270,0,2,47.5426,0,0,7,1250,0,2.0
5374,0,0,0,0,920,0,1.0,920,0,3,47.3603,0,0,6,920,0,1.0
1956,0,0,0,0,960,0,1.0,1320,0,1,47.6951,0,0,5,960,0,1.0
15138,0,0,2006,0,1860,0,2.0,1620,0,3,47.7522,0,0,8,1860,0,1.5
4200,0,0,0,0,1020,0,1.0,1440,0,3,47.571,0,0,7,1020,0,1.0
7390,0,0,0,0,4230,0,2.75,4080,0,4,47.731,0,0,10,4230,0,2.0
9877,490,0,0,0,1080,0,1.75,1250,0,3,47.4608,0,0,7,1570,0,1.0
19812,0,0,0,0,2060,0,2.5,2370,0,3,47.3706,0,0,8,2060,0,2.0
16536,440,0,0,0,880,0,1.0,1050,0,2,47.5265,0,0,7,1320,0,1.0
17865,1060,0,0,0,1270,0,2.0,1550,0,5,47.7671,0,0,7,2330,0,1.0
3994,960,0,0,0,1330,0,1.5,1740,0,4,47.7173,0,0,7,2290,0,1.0
14265,0,0,0,0,1010,0,1.0,1490,0,3,47.3348,0,0,7,1010,0,1.0
15210,0,0,0,0,1654,0,2.25,1975,0,3,47.3618,0,0,7,1654,0,2.0
3703,240,0,0,0,1160,0,3.25,1400,0,3,47.5483,0,0,7,1400,0,2.0
12865,0,0,0,0,1590,0,2.0,1670,0,3,47.3731,0,0,8,1590,0,2.0
11072,0,0,0,0,2360,0,2.5,2360,0,3,47.2114,0,0,8,2360,0,2.0
16234,0,0,0,0,1800,0,2.5,1800,0,3,47.5401,0,0,7,1800,0,2.0
1071,0,0,0,0,1050,0,1.0,1380,0,3,47.7071,0,0,7,1050,0,1.5
9786,0,0,0,1,2130,0,2.25,2380,0,4,47.5358,0,0,9,2130,0,2.0
2749,1850,1,0,0,1850,0,2.25,2340,0,5,47.7736,0,0,8,3700,0,1.0
9303,660,0,0,0,1520,0,2.25,1850,0,3,47.6412,0,1,8,2180,0,1.5
5197,340,0,0,0,1200,0,1.75,1620,0,3,47.6231,0,0,8,1540,0,1.0
9888,340,2,0,0,840,0,1.0,1420,0,1,47.5561,0,0,8,1180,0,1.5
8352,800,0,0,0,1560,0,1.0,1690,0,3,47.5705,0,0,7,2360,0,1.0
19612,0,0,0,0,2040,0,2.5,1500,0,3,47.6156,0,0,9,2040,0,2.0
6283,400,0,0,0,2040,0,1.75,2040,0,4,47.6339,0,0,9,2440,0,1.0
11220,400,0,0,0,1410,0,1.0,1250,0,4,47.4935,0,0,7,1810,0,1.0
518,1370,0,0,0,3390,0,2.25,2950,0,4,47.6415,0,1,9,4760,0,2.5
4839,970,0,0,0,1580,0,2.25,2090,0,5,47.4673,0,0,8,2550,0,1.0
20775,0,0,0,0,3400,0,3.5,3170,0,4,47.5169,0,0,9,3400,0,2.0
14828,0,0,0,0,1250,0,1.5,1030,0,3,47.6916,0,0,7,1250,0,1.0
18042,0,0,0,0,1350,0,1.75,1370,0,3,47.4487,0,0,7,1350,0,1.0
19583,0,0,0,0,3670,0,2.5,3680,0,4,47.5854,0,0,10,3670,0,2.0
20010,1560,2,0,0,3745,0,4.75,2960,0,5,47.6864,0,0,11,5305,0,2.0
9440,250,0,0,0,1220,0,1.0,1470,0,3,47.5276,0,0,7,1470,0,1.0
19184,0,0,0,0,3180,0,2.25,2910,0,4,47.6316,0,0,9,3180,0,2.0
15617,120,0,0,0,2720,0,2.0,2330,0,6,47.7158,0,0,6,2840,0,1.5
6101,0,0,0,0,2240,0,1.5,2150,0,3,47.6762,0,0,7,2240,0,1.0
21468,0,0,0,0,3150,0,3.0,2680,0,4,47.5279,0,0,9,3150,0,2.0
20890,0,0,0,0,2920,0,2.75,2520,0,5,47.4935,0,0,8,2920,0,2.0
2877,0,0,0,0,1180,0,2.0,1310,0,2,47.3501,0,0,6,1180,0,2.0
9977,1080,0,0,0,1110,0,2.5,1820,0,4,47.4712,0,0,7,2190,0,1.0
18616,0,0,0,0,2170,0,2.5,1900,0,4,47.3886,0,0,8,2170,0,2.0
5962,800,0,0,0,2870,0,3.5,1520,0,4,47.7022,0,0,9,3670,0,2.0
5104,910,0,0,0,1600,0,2.75,2910,0,5,47.7719,0,0,7,2510,0,1.0
14807,0,0,0,0,2280,0,2.25,2280,0,3,47.6522,0,0,7,2280,0,1.0
4054,0,0,2013,0,2070,0,2.25,2070,0,3,47.7635,0,0,8,2070,0,1.5
21139,0,0,0,0,1160,0,1.75,970,0,2,47.6489,0,0,7,1160,0,2.0
16889,0,2,0,0,3560,0,2.0,2130,0,6,47.6056,0,0,9,3560,0,2.5
11423,0,0,0,0,1830,0,2.25,2160,0,3,47.2642,0,0,8,1830,0,2.0
16041,0,0,0,0,1870,0,1.75,1870,0,3,47.4038,0,0,7,1870,0,1.0
6496,0,0,0,0,1210,0,2.0,1280,1,4,47.5747,0,0,7,1210,0,1.0
21499,1060,0,0,0,3140,0,3.5,3300,0,5,47.7077,0,0,9,4200,0,2.0
16525,1160,0,0,0,3340,0,3.5,2540,0,4,47.6323,0,0,12,4500,1,1.0
12900,0,0,0,0,1730,0,1.5,1510,0,4,47.4497,0,0,7,1730,0,1.0
16221,0,0,0,0,1960,0,2.5,2130,0,4,47.3834,0,0,8,1960,0,2.0
13783,0,0,0,0,1400,0,1.0,1520,0,4,47.4887,0,0,7,1400,0,1.5
10413,0,2,0,0,3980,0,3.5,2220,0,4,47.5574,0,0,9,3980,0,2.0
1000,0,0,0,0,1830,0,2.0,1650,0,4,47.6593,0,0,8,1830,0,2.0
21476,210,0,0,0,1060,0,2.5,1260,0,3,47.6568,0,0,8,1270,0,2.0
9761,500,0,0,0,1560,0,2.25,2080,0,3,47.2752,0,0,8,2060,0,1.0
11193,400,0,0,0,1020,0,2.5,2060,0,3,47.3661,0,0,7,1420,0,1.0
6192,190,0,0,0,880,0,1.0,1160,0,2,47.5726,0,0,7,1070,0,1.0
19369,450,0,0,0,1350,0,2.5,1920,0,3,47.6599,0,0,7,1800,0,1.0
6475,0,0,0,0,3370,0,2.75,3700,0,4,47.7309,0,0,10,3370,0,2.0
3609,0,0,0,0,900,0,1.0,1190,0,2,47.6481,0,0,6,900,0,1.0
10369,1070,0,0,0,1070,0,1.0,1560,0,2,47.651,0,0,7,2140,0,1.0
9760,120,0,0,0,1150,0,1.5,1990,0,3,47.7576,0,0,7,1270,0,1.0
12269,0,3,0,0,1260,0,1.0,2020,0,3,47.5058,0,0,7,1260,0,1.0
16293,250,2,0,0,1330,0,1.75,2480,0,3,47.6339,0,0,8,1580,0,1.0
6107,640,0,0,0,1620,0,1.75,1960,0,4,47.6224,0,0,8,2260,0,1.0
4900,0,0,0,0,1840,0,1.75,2850,0,3,47.5847,0,0,8,1840,0,1.0
14432,800,3,0,0,1330,0,1.75,2380,0,3,47.5057,0,0,7,2130,0,1.0
8871,1100,0,0,0,1100,0,2.0,1790,0,4,47.464,0,0,7,2200,0,1.0
8716,0,2,2011,0,1800,0,3.5,1700,0,4,47.625,0,1,8,1800,0,2.0
19729,0,0,0,0,3530,0,3.0,1940,0,3,47.7338,0,0,10,3530,0,2.0
297,0,0,0,0,2650,0,2.5,2400,0,3,47.5084,0,0,8,2650,0,2.0
16970,810,0,0,0,1280,0,2.25,1800,0,3,47.3951,0,0,7,2090,0,1.0
11838,820,0,1983,0,2320,0,1.75,2240,0,4,47.6941,0,0,7,3140,0,1.0
6839,0,0,0,0,2190,0,2.25,2200,0,4,47.3896,0,0,8,2190,0,2.0
9570,0,0,0,0,3580,0,2.5,3090,0,3,47.4026,0,0,9,3580,0,1.5
7125,0,0,0,0,1870,0,1.75,1950,0,3,47.3358,0,0,8,1870,0,1.0
4522,240,0,0,0,990,0,1.75,1330,0,2,47.6839,0,0,8,1230,0,1.0
13745,450,0,0,0,1130,0,1.75,830,0,4,47.6003,0,0,7,1580,0,1.0
15475,0,0,1987,0,960,0,1.5,1550,0,2,47.649,0,0,7,960,0,1.0
6853,0,2,0,0,1720,0,1.0,2140,0,4,47.6791,0,0,7,1720,0,1.5
15204,380,0,2008,0,3900,0,2.75,3590,0,4,47.6185,0,0,9,4280,1,2.0
15717,0,0,0,0,1300,0,2.0,1300,0,3,47.6923,0,0,7,1300,0,2.0
18659,860,0,0,0,1030,0,1.0,2150,0,2,47.6747,0,0,7,1890,0,1.0
2292,720,0,0,0,1000,0,2.5,1720,0,3,47.3186,0,0,8,1720,0,1.0
8390,0,0,0,0,1520,0,2.25,1550,0,3,47.674,0,0,8,1520,0,3.0
918,0,0,0,0,1000,0,1.0,1100,0,2,47.527,0,0,6,1000,0,1.0
13388,0,0,0,0,1350,0,2.0,1820,0,3,47.6159,0,0,7,1350,0,1.0
16146,0,0,0,0,2150,0,1.75,1100,0,3,47.6253,0,0,7,2150,0,1.0
4057,0,0,0,0,2640,0,2.75,2640,0,4,47.5788,0,0,9,2640,0,2.0
4145,290,0,0,0,1210,0,2.25,1480,0,3,47.4619,0,0,7,1500,0,1.0
4651,0,0,0,0,500,0,1.0,1350,0,1,47.5252,0,0,5,500,0,1.0
9418,0,0,0,0,1950,0,2.0,1920,0,4,47.6332,0,0,7,1950,0,1.0
14538,890,0,0,1,2730,0,3.25,2040,0,3,47.5776,0,0,10,3620,0,2.0
8155,1600,0,0,0,1760,0,2.75,2620,1,4,47.5641,0,0,8,3360,0,1.0
1609,0,0,0,0,1100,0,1.75,1700,0,3,47.3717,0,0,7,1100,0,1.0
9430,1010,1,0,0,1220,0,1.5,2170,0,4,47.4409,0,0,7,2230,0,1.0
16455,0,0,0,0,840,0,1.0,1030,0,2,47.3769,0,0,5,840,0,1.0
17447,870,0,0,0,944,0,1.75,1290,0,4,47.684,0,0,7,1814,0,1.0
13875,0,0,0,0,2460,0,2.0,2500,0,3,47.5142,0,0,8,2460,0,1.0
8083,0,0,0,0,3410,0,3.25,1660,0,3,47.6929,0,0,8,3410,0,2.0
13577,460,1,0,0,1480,1,1.75,1910,0,3,47.459,0,0,7,1940,0,1.0
1944,1400,0,0,0,3090,0,3.75,3760,0,4,47.6315,0,1,10,4490,0,2.0
3279,0,0,0,0,1240,0,1.0,2060,0,3,47.667,0,0,7,1240,0,1.0
2126,0,0,0,0,1800,0,2.5,1770,0,3,47.3643,0,0,7,1800,0,2.0
17047,700,0,0,0,1060,0,2.0,1280,0,4,47.3258,0,0,7,1760,0,1.0
15936,670,1,0,0,1320,0,1.75,2130,0,3,47.5086,0,0,7,1990,0,1.0
4107,1340,0,0,0,1340,0,2.5,2200,0,6,47.6553,0,0,7,2680,0,1.0
14667,690,0,0,0,2240,0,2.0,2110,0,3,47.3102,0,0,8,2930,0,2.0
16820,1220,0,0,0,1220,0,1.75,1650,0,3,47.4118,0,0,7,2440,0,1.0
5584,0,0,0,0,1650,0,2.5,1650,0,3,47.6553,0,0,7,1650,0,2.0
12298,850,2,0,0,3000,0,4.5,3480,1,4,47.5522,0,0,10,3850,0,2.0
11592,720,0,0,0,920,0,1.75,1300,0,4,47.6766,0,0,7,1640,0,1.0
12814,0,0,0,0,1970,0,2.5,2090,0,3,47.5759,0,0,8,1970,0,2.0
10134,0,0,0,0,2130,0,2.5,1890,0,3,47.6331,0,0,8,2130,0,2.0
16568,1280,0,0,0,1280,0,2.5,1740,0,4,47.5225,0,0,7,2560,0,1.0
1577,0,0,0,0,1060,0,1.0,1320,0,3,47.3699,0,0,7,1060,0,1.0
21101,270,0,0,0,920,0,1.5,2820,0,3,47.6781,0,0,8,1190,0,2.0
10740,600,0,0,0,1220,0,2.0,1650,0,4,47.7447,0,0,7,1820,0,1.0
17482,980,0,0,0,980,0,1.75,1070,0,3,47.5208,0,0,7,1960,0,1.0
2505,920,0,2014,0,920,0,1.75,1390,0,3,47.5359,0,0,7,1840,0,1.0
16253,0,0,0,1,3530,0,4.25,1750,0,5,47.5894,0,0,10,3530,0,2.0
11430,0,0,0,0,1520,0,1.0,1520,0,3,47.7638,0,0,7,1520,0,1.5
11448,0,3,0,0,1120,0,1.0,1880,0,2,47.5397,0,0,7,1120,0,1.0
666,0,0,0,0,1220,0,1.5,1220,0,3,47.7049,0,0,8,1220,0,3.0
3033,0,0,0,0,1310,0,1.0,1330,0,3,47.4105,0,0,7,1310,0,1.0
17696,180,0,0,0,2180,0,2.0,2600,0,3,47.7133,0,0,8,2360,0,1.0
19596,0,0,0,0,2250,0,2.0,2460,0,3,47.3165,0,0,8,2250,0,1.5
10690,0,0,0,0,3370,0,3.25,2040,0,5,47.6906,0,0,10,3370,0,2.0
19589,0,0,0,0,1590,0,1.0,1460,0,3,47.4789,0,0,6,1590,0,1.5
7934,760,0,0,0,1070,0,2.0,1830,0,4,47.5453,0,0,7,1830,0,1.0
3605,0,0,0,0,700,0,1.0,1620,0,2,47.5577,0,0,6,700,0,1.0
13873,750,0,0,0,1500,0,1.75,1940,0,5,47.7217,0,0,7,2250,0,1.0
3581,0,0,0,0,3030,0,2.5,2940,0,4,47.6313,0,0,9,3030,0,2.0
23,0,0,0,0,1070,0,1.5,1220,0,2,47.3533,0,0,7,1070,0,1.0
4251,0,0,0,0,2610,0,2.5,2610,0,3,47.6648,0,0,9,2610,0,2.0
17585,1060,0,2000,1,1260,0,3.0,1760,0,4,47.5893,0,0,7,2320,0,1.0
18732,0,0,0,0,1250,0,1.75,1560,0,5,47.6101,0,0,7,1250,0,1.0
4358,0,1,0,0,960,0,1.0,1460,0,2,47.6646,0,0,6,960,0,1.0
8491,0,0,0,0,1600,0,1.75,1970,0,3,47.6293,0,0,8,1600,0,1.0
6505,120,0,0,0,1170,0,1.75,1140,0,3,47.5309,0,0,6,1290,0,1.0
10484,920,0,0,0,960,0,1.75,1580,0,5,47.7182,0,0,7,1880,0,1.0
2536,0,0,0,0,2496,0,2.5,2496,0,4,47.6791,0,0,9,2496,0,2.0
15145,0,0,0,0,1290,0,1.0,1940,0,2,47.6393,0,1,7,1290,0,1.0
21487,0,0,0,0,3220,0,2.75,2820,0,4,47.4863,0,0,8,3220,0,2.0
1738,0,0,0,0,950,0,1.0,2130,0,3,47.609,0,0,6,950,0,1.5
905,0,0,0,0,1250,0,1.75,1180,0,3,47.69,0,0,7,1250,0,1.5
7792,0,0,0,0,2510,0,2.25,1870,0,3,47.3473,0,0,8,2510,0,2.0
261,0,0,0,0,1270,0,1.75,1600,0,3,47.4207,0,0,7,1270,0,1.0
4557,710,0,0,0,1350,0,1.75,1520,0,3,47.3569,0,0,7,2060,0,1.0
2001,0,0,0,0,1650,0,2.5,1750,0,3,47.36,0,0,7,1650,0,2.0
21033,0,0,0,0,4240,0,3.25,4080,0,5,47.6901,0,0,9,4240,0,2.0
5243,480,0,0,0,1270,0,2.25,2170,0,3,47.7739,0,0,8,1750,0,1.0
3898,160,0,0,0,1479,0,2.5,1580,0,3,47.5924,0,0,8,1639,0,2.0
18963,190,0,0,0,940,0,1.5,1400,0,3,47.7021,0,0,7,1130,0,1.0
5654,0,0,0,0,902,0,1.0,1510,0,3,47.363,0,0,7,902,0,1.0
10244,800,2,0,0,1880,0,1.5,2280,0,3,47.6333,0,0,8,2680,0,2.0
5378,0,0,0,0,3010,0,2.5,3010,0,4,47.3542,0,0,9,3010,0,2.0
14004,0,0,0,0,1370,0,1.0,1160,0,3,47.6499,0,0,7,1370,0,1.0
10597,690,0,0,0,1420,0,2.5,1890,0,4,47.6964,0,0,7,2110,0,1.0
1405,0,0,0,0,2240,0,2.25,2340,0,4,47.7746,0,0,8,2240,0,2.0
5554,0,0,0,0,2820,0,2.5,2910,0,3,47.5527,0,0,9,2820,0,2.0
11948,250,0,0,0,1970,0,1.5,1984,0,4,47.6564,0,0,8,2220,0,1.5
15069,670,0,0,0,1290,0,2.25,2160,0,4,47.6076,0,0,8,1960,1,1.0
72,500,0,0,0,2250,0,2.0,1510,0,4,47.7168,0,0,7,2750,0,1.5
16965,970,0,0,0,1210,0,1.75,2140,0,3,47.5251,0,0,7,2180,0,1.0
10773,520,0,0,0,1270,0,2.25,1790,0,5,47.7718,0,0,7,1790,0,1.0
1025,0,0,0,0,1930,0,2.5,1930,0,4,47.4065,0,0,7,1930,0,2.0
10284,690,0,0,0,950,0,1.0,1360,0,4,47.2974,0,0,7,1640,0,1.0
18970,770,0,0,0,970,0,1.75,1740,0,3,47.577,0,0,7,1740,0,1.0
714,450,0,0,0,1100,0,1.75,1420,0,5,47.7573,0,0,7,1550,0,1.0
11380,0,0,0,0,1690,0,1.75,1350,0,4,47.497,0,0,7,1690,0,1.0
13959,810,0,0,0,1510,0,2.5,1490,0,4,47.6048,0,0,8,2320,0,1.5
3286,0,0,0,0,1330,0,1.75,1330,0,3,47.28,0,0,7,1330,0,1.0
9531,0,0,0,0,2810,0,2.5,2850,0,4,47.5019,0,0,9,2810,0,2.0
2117,580,0,0,0,2020,0,1.75,2200,0,4,47.2969,0,0,8,2600,0,1.0
3369,290,0,0,0,1170,0,2.0,1540,0,3,47.4493,0,0,7,1460,0,1.0
14996,0,0,0,0,2540,0,2.5,1600,0,4,47.3754,0,0,7,2540,0,2.0
6786,0,0,0,0,1720,0,1.0,1870,0,3,47.7736,0,0,7,1720,0,1.0
11275,810,0,0,0,1450,0,2.25,2140,0,3,47.7657,0,0,7,2260,0,1.0
8975,0,0,0,0,2750,0,2.5,3160,1,4,47.5426,0,0,10,2750,0,2.0
6130,830,0,2007,0,2420,0,3.0,1260,0,4,47.6104,0,0,8,3250,0,2.5
21093,0,0,0,0,1770,0,2.5,2230,0,3,47.3358,0,0,7,1770,0,2.0
13680,530,0,0,0,1100,0,2.5,1630,0,5,47.3657,0,0,7,1630,0,1.0
8037,0,0,0,0,1720,0,1.5,1720,0,5,47.6627,0,0,8,1720,0,1.5
2347,0,0,0,0,1320,0,1.5,1320,0,2,47.6704,0,0,7,1320,0,3.0
18308,0,0,0,0,750,0,1.0,1770,0,1,47.5243,0,0,6,750,0,1.0
12593,0,0,0,0,3940,0,3.25,3550,0,5,47.5435,0,0,9,3940,0,2.0
7616,0,0,0,0,2890,0,2.5,3000,0,3,47.5785,0,0,10,2890,0,2.0
3575,0,0,0,0,2520,0,2.5,2000,0,4,47.7709,0,0,9,2520,0,2.0
8016,720,0,0,0,1780,0,2.75,2180,0,4,47.3444,0,0,8,2500,0,1.0
223,440,0,0,0,1780,0,2.25,2080,0,3,47.3758,0,0,8,2220,0,1.0
1849,0,2,0,0,1170,0,1.0,1380,0,2,47.4017,0,0,6,1170,0,1.0
5710,0,0,0,0,2110,0,2.5,2110,0,3,47.3885,0,0,8,2110,0,2.0
20034,0,0,0,0,2544,0,2.5,2358,0,4,47.341,0,0,9,2544,0,2.0
17297,0,0,0,0,1020,0,1.0,1290,0,4,47.7429,0,0,6,1020,0,1.5
12950,0,0,0,0,1628,0,1.75,1490,0,3,47.2558,0,0,7,1628,0,1.0
8051,0,0,0,0,3480,0,3.0,2800,0,5,47.4815,0,0,8,3480,0,2.0
14527,0,0,0,0,1160,0,1.0,1670,0,3,47.6818,0,0,7,1160,0,1.0
7086,0,0,0,0,1680,0,2.0,1990,0,3,47.1969,0,0,7,1680,0,1.0
20406,0,0,0,0,2260,0,2.75,2260,0,4,47.3726,0,0,8,2260,0,2.0
3473,0,0,0,0,1380,0,2.0,1620,0,3,47.3661,0,0,7,1380,0,1.0
2915,0,0,0,0,1300,0,1.75,2070,0,3,47.6388,0,0,7,1300,0,1.0
2606,0,0,0,0,1070,0,1.0,1970,0,2,47.7199,0,0,6,1070,0,1.0
10184,0,0,0,0,3040,0,2.5,2990,0,4,47.4872,0,0,10,3040,0,2.0
19654,0,0,0,0,1410,0,1.75,1410,0,3,47.5171,0,0,8,1410,0,2.0
19406,0,0,0,0,1440,0,2.5,1440,0,3,47.511,0,0,7,1440,0,2.0
13570,0,0,0,0,3000,0,2.5,1890,0,4,47.3655,0,0,7,3000,0,2.0
1342,960,0,0,0,1480,0,3.0,1770,0,4,47.6853,0,0,8,2440,0,1.5
19226,0,2,0,0,4460,0,3.5,4540,0,4,47.5862,0,0,11,4460,0,2.0
11582,0,0,0,0,2800,0,2.25,2800,0,3,47.3507,0,0,9,2800,0,2.0
14520,0,0,0,0,1300,0,1.0,1450,0,4,47.773,0,0,7,1300,0,1.0
8603,0,0,2003,0,1980,0,2.0,1520,0,4,47.3231,0,0,7,1980,0,1.0
19352,0,0,0,0,2570,0,2.5,2460,0,4,47.4833,0,0,7,2570,0,2.0
3256,310,0,1989,0,2940,0,3.75,2340,0,4,47.639,0,0,9,3250,1,2.0
14694,440,0,0,0,1240,0,2.5,1420,0,3,47.423,0,0,7,1680,0,1.0
13238,180,4,0,0,1370,1,1.0,1790,0,4,47.4502,0,0,6,1550,0,1.5
1417,0,4,2004,0,1770,1,2.5,2410,0,2,47.7345,0,0,8,1770,0,2.0
20351,80,0,0,0,980,0,2.25,1020,0,2,47.6386,0,0,8,1060,0,2.0
11382,880,0,0,0,1250,0,2.0,1590,0,4,47.3069,0,0,7,2130,0,1.0
2503,0,0,0,0,1580,0,1.75,1580,0,3,47.5256,0,0,7,1580,0,1.0
2454,0,0,0,0,1470,0,2.5,1960,0,3,47.5328,0,0,7,1470,0,2.0
4460,700,0,0,0,1510,0,2.25,1870,0,3,47.7574,0,0,7,2210,0,1.0
8842,0,0,0,0,2150,0,2.5,2280,0,3,47.5893,0,0,8,2150,0,2.0
2638,0,0,0,0,1270,0,1.5,1380,0,3,47.4075,0,0,7,1270,0,1.0
6648,0,2,0,0,2320,0,3.0,2220,0,4,47.3497,0,0,8,2320,0,2.0
19975,0,0,0,0,1390,0,1.5,1490,0,3,47.5667,0,0,7,1390,0,2.0
13249,520,0,0,0,1620,0,1.75,930,0,3,47.7139,0,0,7,2140,0,1.5
10333,0,0,0,0,2490,0,2.5,2690,0,4,47.3875,0,0,8,2490,0,2.0
14494,0,0,0,0,1590,0,1.75,1470,0,3,47.2932,0,0,7,1590,0,1.0
14852,550,3,0,0,1220,0,1.0,2790,0,2,47.3346,0,0,8,1770,0,1.0
3635,0,0,0,0,1200,0,2.0,1280,0,3,47.206,0,0,6,1200,0,1.5
8817,0,0,0,0,1470,0,2.0,1460,0,4,47.6316,0,0,7,1470,0,1.0
12404,0,0,0,0,1270,0,1.0,1590,0,3,47.534,0,0,7,1270,0,1.0
12377,0,0,0,0,910,0,1.5,1410,0,3,47.5238,0,0,6,910,0,1.0
4050,0,2,0,0,1670,0,1.75,1820,0,3,47.1913,0,0,8,1670,0,1.0
21053,0,0,0,0,2700,0,2.5,3270,0,3,47.5618,0,0,9,2700,0,2.0
4021,0,0,0,0,2450,0,2.25,2310,0,5,47.4519,0,0,8,2450,0,2.0
13520,240,0,0,0,1290,0,1.0,2090,0,3,47.4508,0,0,8,1530,0,1.0
2171,0,0,0,0,2080,0,2.0,1080,0,3,47.214,0,0,8,2080,0,1.0
3656,0,0,0,0,1330,0,1.75,1270,0,3,47.3172,0,0,7,1330,0,1.0
7049,590,0,0,0,1400,0,1.75,1820,0,4,47.4417,0,0,8,1990,0,1.0
12606,0,0,0,0,2210,0,2.5,2260,0,3,47.4377,0,0,8,2210,0,2.0
