bedrooms,bathrooms,interior_space,floors,see_sea,view_qual,grade,space_above,sqft_basement,yr_renovated,lat,space_int_15,zipcode_98004,zipcode_98006,zipcode_98039,zipcode_98040,zipcode_98112
3,2.0,1700,1.0,0,0,7,1700,0,0,47.3781,1700,0,0,0,0,0
4,1.75,2280,1.0,0,0,7,1250,1030,0,47.5655,1640,0,0,0,0,0
3,2.25,1220,2.0,0,0,7,1220,0,0,47.7151,1220,0,0,0,0,0
6,4.5,3500,2.0,0,0,7,3500,0,0,47.7349,1550,0,0,0,0,0
3,2.5,2010,2.0,0,0,7,2010,0,0,47.5069,2010,0,0,0,0,0
3,1.75,2130,1.0,0,0,8,1430,700,0,47.5326,2130,0,0,0,0,0
4,2.25,1800,2.0,0,0,7,1800,0,0,47.2126,1670,0,0,0,0,0
3,1.0,1070,1.0,0,0,7,1070,0,0,47.7012,1540,0,0,0,0,0
3,1.75,1020,1.0,0,0,6,1020,0,0,47.5332,1360,0,0,0,0,0
4,2.0,1600,1.0,0,0,7,1600,0,0,47.2701,1870,0,0,0,0,0
4,1.5,1380,1.0,0,0,7,1080,300,0,47.7093,1770,0,0,0,0,0
3,2.25,3270,2.0,0,0,10,3270,0,0,47.5197,3220,0,0,0,0,0
4,2.5,2100,2.0,0,2,7,1400,700,1993,47.6634,2060,0,0,0,0,0
3,2.25,2110,3.0,0,0,8,2110,0,0,47.6915,1340,0,0,0,0,0
3,1.75,1640,1.0,0,0,7,1640,0,0,47.3944,1850,0,0,0,0,0
3,2.0,1320,1.0,0,0,7,1320,0,0,47.3096,1336,0,0,0,0,0
4,2.5,2420,1.0,0,0,7,1210,1210,0,47.7397,1750,0,0,0,0,0
3,1.0,1390,1.5,0,0,6,1390,0,0,47.6881,1730,0,0,0,0,0
3,3.25,2320,2.0,0,0,9,1930,390,0,47.7132,1700,0,0,0,0,0
3,2.5,2170,2.0,0,0,8,2170,0,0,47.4833,2240,0,0,0,0,0
4,2.25,2710,2.0,0,0,8,2710,0,0,47.77,2590,0,0,0,0,0
3,2.0,1450,1.0,0,0,7,1450,0,0,47.3637,2050,0,0,0,0,0
3,2.5,1370,1.0,0,0,8,1370,0,0,47.7139,1630,0,0,0,0,0
3,2.5,1810,1.0,0,0,7,1070,740,0,47.7364,1740,0,0,0,0,0
3,2.5,1420,1.0,0,0,7,1020,400,0,47.3661,2060,0,0,0,0,0
3,2.75,2090,1.0,0,0,8,1340,750,0,47.2741,2150,0,0,0,0,0
3,2.75,2090,1.0,0,0,8,1340,750,0,47.2741,2150,0,0,0,0,0
3,1.0,1330,1.0,0,0,7,1330,0,0,47.3033,1530,0,0,0,0,0
3,2.0,1330,1.0,0,0,7,1330,0,0,47.7322,1330,0,0,0,0,0
5,2.0,1910,1.0,0,0,6,1110,800,0,47.4975,1150,0,0,0,0,0
3,1.75,2310,1.0,0,0,8,1410,900,0,47.3743,2080,0,0,0,0,0
3,2.75,2500,1.0,0,0,7,1390,1110,0,47.7032,2040,0,0,0,0,0
3,2.0,1310,1.0,0,0,7,1310,0,0,47.3597,1530,0,0,0,0,0
4,2.5,2040,2.0,0,0,8,2040,0,0,47.6458,2410,0,0,0,0,0
4,2.5,2040,2.0,0,0,8,2040,0,0,47.6458,2410,0,0,0,0,0
3,2.25,2400,1.0,0,0,8,1400,1000,0,47.6901,1720,0,0,0,0,0
3,1.0,1400,1.5,0,0,7,1400,0,0,47.681,1400,0,0,0,0,0
4,1.75,1700,1.0,0,0,8,1700,0,0,47.651,2430,0,0,0,0,0
4,3.75,3160,2.5,0,0,10,3160,0,0,47.5623,2400,0,0,0,1,0
3,1.75,1340,1.0,0,2,7,1340,0,0,47.7268,2090,0,0,0,0,0
4,2.0,1470,1.0,0,0,7,1470,0,0,47.631,1760,0,0,0,0,0
3,1.75,1790,1.0,0,0,7,1790,0,0,47.7442,1560,0,0,0,0,0
3,1.5,1560,1.0,0,0,7,1200,360,0,47.619,1560,0,0,0,0,0
3,2.5,2620,2.0,0,0,8,2620,0,0,47.4583,3190,0,0,0,0,0
3,1.0,1580,1.0,0,0,7,1100,480,0,47.3676,1600,0,0,0,0,0
3,1.0,1090,1.0,0,0,6,1090,0,0,47.6503,1040,0,0,0,0,0
5,3.25,3240,1.5,0,4,9,2500,740,0,47.6792,2740,0,0,0,0,0
4,1.75,2520,1.0,0,2,7,1260,1260,0,47.4835,2360,0,0,0,0,0
3,1.75,2230,1.0,0,0,9,2230,0,0,47.6204,2230,1,0,0,0,0
4,3.0,2430,2.0,0,0,8,2430,0,0,47.356,2000,0,0,0,0,0
2,1.0,1020,1.0,0,0,6,1020,0,0,47.5319,1660,0,0,0,0,0
4,1.0,1810,1.0,0,0,7,1410,400,0,47.4935,1250,0,0,0,0,0
4,2.5,3460,2.0,0,0,10,3460,0,0,47.637,3140,0,0,0,0,0
3,1.0,2020,1.0,0,0,7,1170,850,0,47.7136,1480,0,0,0,0,0
3,2.0,1410,1.0,0,0,7,1410,0,0,47.427,1410,0,0,0,0,0
2,1.0,750,1.0,0,0,6,750,0,0,47.54,1160,0,0,0,0,0
4,2.5,5300,2.0,1,2,10,4570,730,0,47.661,3890,0,0,0,0,0
4,3.5,4380,1.5,0,0,11,4380,0,0,47.7279,4010,0,0,0,0,0
3,2.25,2290,2.0,0,0,8,2290,0,0,47.5545,2120,0,1,0,0,0
2,1.0,720,1.0,0,0,6,720,0,0,47.5535,980,0,0,0,0,0
2,1.0,1200,1.0,0,0,6,600,600,0,47.5357,1270,0,0,0,0,0
3,2.5,2620,1.0,0,0,10,2620,0,0,47.7238,2950,0,0,0,0,0
4,3.0,2120,2.0,0,0,8,2120,0,0,47.6214,2260,0,0,0,0,0
3,1.75,1580,1.0,0,0,7,1580,0,0,47.317,1280,0,0,0,0,0
3,3.25,4160,3.0,0,2,12,3690,470,0,47.5749,3290,0,0,0,1,0
3,2.25,1830,1.0,0,0,7,1460,370,0,47.7286,2330,0,0,0,0,0
3,2.5,2000,1.0,0,0,8,1360,640,0,47.3724,2530,0,0,0,0,0
2,1.0,980,1.0,0,0,6,980,0,0,47.6366,1690,0,0,0,0,0
4,2.5,3040,2.0,0,0,7,3040,0,0,47.7245,2670,0,0,0,0,0
4,1.0,1740,1.0,0,0,7,1020,720,0,47.467,1600,0,0,0,0,0
3,2.0,1450,1.5,0,0,7,1450,0,0,47.7517,1660,0,0,0,0,0
3,2.5,1560,2.0,0,0,7,1560,0,0,47.3838,1560,0,0,0,0,0
4,2.5,2050,1.0,0,2,8,1690,360,0,47.398,2190,0,0,0,0,0
3,1.75,1760,1.0,0,0,7,1460,300,0,47.2868,1450,0,0,0,0,0
3,3.5,1740,2.0,0,3,8,1310,430,0,47.6085,1740,0,0,0,0,0
3,1.0,910,1.0,0,0,7,910,0,0,47.4345,1160,0,0,0,0,0
3,1.75,1700,1.0,0,0,7,1700,0,0,47.355,1690,0,0,0,0,0
4,2.5,2620,2.0,0,0,7,2620,0,0,47.3663,2250,0,0,0,0,0
3,2.25,1500,1.0,0,0,7,1500,0,0,47.4597,1750,0,0,0,0,0
4,1.75,1630,1.0,0,0,7,1160,470,0,47.5674,1640,0,0,0,0,0
3,1.5,1370,1.0,0,0,7,1370,0,0,47.3068,1370,0,0,0,0,0
2,2.5,1390,2.0,0,0,8,1130,260,0,47.6228,1400,0,0,0,0,0
3,2.0,1540,1.0,0,0,7,1540,0,1973,47.721,2060,0,0,0,0,0
3,1.0,1190,1.0,0,0,7,1190,0,0,47.3248,1200,0,0,0,0,0
3,3.5,4500,2.0,0,0,10,4500,0,0,47.3043,4670,0,0,0,0,0
4,3.0,2370,1.0,0,0,7,1380,990,0,47.7258,2100,0,0,0,0,0
2,1.5,1360,2.0,0,0,7,1360,0,0,47.2857,1360,0,0,0,0,0
2,1.75,870,1.0,0,0,6,870,0,0,47.275,1300,0,0,0,0,0
4,4.25,4850,2.0,1,4,10,3850,1000,0,47.7011,3350,0,0,0,0,0
3,2.0,3110,2.0,0,0,9,3020,90,0,47.4343,2150,0,0,0,0,0
4,2.5,3700,2.0,0,0,11,3700,0,0,47.5427,3580,0,0,0,0,0
6,2.75,3500,2.0,0,0,8,2430,1070,0,47.6842,1430,0,0,0,0,0
3,1.75,1670,1.0,0,0,8,1670,0,0,47.5754,1900,0,0,0,1,0
3,2.25,1640,1.0,0,0,8,1180,460,0,47.3733,1600,0,0,0,0,0
3,2.25,3400,1.0,0,1,9,3400,0,0,47.5435,2510,0,0,0,0,0
3,1.75,2060,1.0,0,0,7,1030,1030,0,47.5635,1110,0,0,0,0,0
3,1.75,1330,1.0,0,0,7,1330,0,0,47.3126,1650,0,0,0,0,0
3,2.0,2330,1.5,0,0,7,1580,750,0,47.6025,1750,0,0,0,0,0
3,2.75,3040,2.0,0,0,10,3040,0,0,47.638,2950,1,0,0,0,0
5,3.75,3700,3.0,0,4,9,2900,800,0,47.6865,2860,0,0,0,0,0
3,2.0,1990,1.5,0,2,8,1430,560,0,47.5891,1780,0,0,0,0,0
5,3.0,2020,1.0,0,0,7,1220,800,0,47.5482,2130,0,0,0,0,0
5,2.25,2980,1.0,0,0,9,1580,1400,0,47.7048,2310,0,0,0,0,0
4,3.5,3990,2.0,0,0,10,3990,0,0,47.5641,3230,0,1,0,0,0
2,1.0,790,1.0,0,0,6,790,0,0,47.6149,1520,0,0,0,0,0
2,1.0,1060,1.0,0,0,6,1060,0,0,47.5088,1390,0,0,0,0,0
3,2.25,2260,1.0,0,0,7,1450,810,0,47.7657,2140,0,0,0,0,0
2,2.5,1900,2.0,0,0,8,1900,0,0,47.7029,1510,0,0,0,0,0
5,2.5,3361,2.0,0,0,10,3361,0,0,47.3427,3112,0,0,0,0,0
4,1.75,3550,2.0,0,0,9,3550,0,2002,47.6236,3000,0,0,1,0,0
5,2.5,2740,2.0,0,0,8,2740,0,0,47.4042,2900,0,0,0,0,0
4,1.75,2040,1.0,0,0,7,1020,1020,0,47.5507,1440,0,0,0,0,0
4,2.5,4070,2.0,0,0,10,4070,0,0,47.4433,4070,0,0,0,0,0
1,1.0,720,1.0,0,0,7,720,0,0,47.6928,1580,0,0,0,0,0
3,1.75,2000,1.5,0,0,8,2000,0,0,47.7535,2000,0,0,0,0,0
5,4.5,4400,2.0,0,0,11,3390,1010,0,47.6232,2150,1,0,0,0,0
3,1.75,1300,1.0,0,0,7,1300,0,0,47.3357,1430,0,0,0,0,0
2,2.5,1420,2.0,0,0,7,1420,0,0,47.4871,1500,0,0,0,0,0
3,2.25,1540,1.0,0,0,7,770,770,0,47.6942,1680,0,0,0,0,0
3,2.25,1540,1.0,0,0,7,770,770,0,47.6942,1680,0,0,0,0,0
3,3.0,2360,2.0,0,1,7,1780,580,0,47.7142,1970,0,0,0,0,0
4,3.0,3720,2.0,0,0,9,3720,0,0,47.6907,1610,0,0,0,0,0
3,1.75,1690,1.0,0,0,7,1690,0,0,47.5897,1950,0,0,0,1,0
3,2.0,2300,1.0,0,0,8,1150,1150,0,47.6521,2300,0,0,0,0,0
4,1.75,1650,1.0,0,0,8,1650,0,0,47.5688,1850,0,0,0,0,0
2,1.0,990,1.0,0,0,7,990,0,0,47.5031,1130,0,0,0,0,0
4,2.25,2130,2.0,0,0,8,2130,0,0,47.5589,2170,0,1,0,0,0
4,2.5,3320,2.0,0,0,10,3320,0,0,47.6247,3040,0,0,0,0,0
3,2.25,1960,1.0,0,0,7,1290,670,0,47.3344,1890,0,0,0,0,0
2,1.0,770,1.0,0,0,6,770,0,1960,47.7534,1500,0,0,0,0,0
4,1.75,2010,1.5,0,0,7,2010,0,0,47.6337,2010,0,0,0,0,0
2,1.0,800,1.0,0,0,5,800,0,0,47.4693,1500,0,0,0,0,0
3,1.0,910,1.0,0,0,7,910,0,0,47.3432,1490,0,0,0,0,0
3,1.0,1200,1.0,0,0,7,1200,0,0,47.7367,1330,0,0,0,0,0
4,2.5,3570,2.0,0,0,7,3570,0,0,47.5927,2260,0,0,0,0,0
3,2.5,1820,2.0,0,0,7,1820,0,0,47.4575,1860,0,0,0,0,0
3,2.25,2930,3.0,0,2,9,2670,260,0,47.6763,2450,0,0,0,0,0
3,1.75,1480,1.0,0,0,7,870,610,0,47.681,1350,0,0,0,0,0
4,2.5,3305,1.5,0,0,7,2245,1060,1956,47.7563,1620,0,0,0,0,0
4,2.5,2230,1.0,0,0,7,1650,580,0,47.4799,2090,0,0,0,0,0
3,1.0,1560,1.0,0,0,7,1560,0,0,47.4549,1468,0,0,0,0,0
3,1.0,1030,1.0,0,0,6,880,150,0,47.5255,1030,0,0,0,0,0
3,3.75,2380,1.5,0,0,7,1690,690,0,47.6374,1990,0,0,0,0,1
3,1.0,1010,1.0,0,0,6,1010,0,0,47.766,1010,0,0,0,0,0
2,1.75,2060,1.0,0,0,7,1030,1030,0,47.6856,1390,0,0,0,0,0
4,2.5,2370,2.0,0,0,8,2370,0,0,47.464,1590,0,0,0,0,0
4,2.5,2242,2.0,0,0,8,2242,0,0,47.7443,2242,0,0,0,0,0
2,1.5,1078,2.0,0,0,7,1078,0,0,47.7532,1078,0,0,0,0,0
2,1.0,890,1.0,0,0,7,890,0,0,47.7118,900,0,0,0,0,0
3,1.5,2700,2.0,0,0,7,2120,580,2014,47.7348,1830,0,0,0,0,0
4,2.5,2450,2.0,0,0,8,2450,0,0,47.7177,2630,0,0,0,0,0
3,1.75,1420,1.0,0,0,7,1420,0,0,47.6112,2020,0,0,0,0,0
3,1.5,1280,1.5,0,0,8,1280,0,0,47.6174,1540,0,0,0,0,0
5,2.75,2910,1.0,0,0,9,1780,1130,0,47.5696,2880,0,1,0,0,0
4,2.25,2430,2.0,0,0,8,2430,0,0,47.5563,2390,0,1,0,0,0
2,2.5,1860,2.0,0,0,7,1860,0,0,47.3847,1860,0,0,0,0,0
3,2.0,1800,1.0,0,0,7,1800,0,1990,47.6935,1970,0,0,0,0,0
3,1.5,1960,1.0,0,0,7,1020,940,0,47.5765,1760,0,1,0,0,0
3,1.5,1550,1.5,0,0,6,1550,0,0,47.4693,1190,0,0,0,0,0
2,1.0,840,1.0,0,0,7,840,0,0,47.684,1310,0,0,0,0,0
4,1.75,2080,1.0,0,0,8,1330,750,0,47.3749,1790,0,0,0,0,0
4,2.5,2210,1.5,0,0,8,1480,730,0,47.5719,1740,0,0,0,0,0
3,1.5,1210,1.0,0,0,7,610,600,0,47.5524,1560,0,0,0,0,0
3,2.5,1350,3.0,0,0,9,1350,0,0,47.6265,1640,0,0,0,0,0
3,2.0,1860,2.0,0,0,8,1860,0,0,47.5706,1950,0,0,0,0,0
3,2.0,1940,1.0,0,3,7,1090,850,0,47.6659,1700,0,0,0,0,0
4,3.5,3400,2.0,0,0,9,3400,0,0,47.3559,3190,0,0,0,0,0
4,2.5,2240,2.0,0,0,8,2240,0,0,47.7125,2010,0,0,0,0,0
3,1.75,1170,1.0,0,0,7,1170,0,0,47.3679,1180,0,0,0,0,0
3,3.25,3130,2.0,0,0,8,2190,940,0,47.3078,2350,0,0,0,0,0
2,2.25,1510,2.0,0,0,7,1510,0,0,47.6264,1510,0,0,0,0,0
4,3.5,3740,2.0,0,2,11,3740,0,0,47.7375,3750,0,0,0,0,0
4,2.5,2690,2.0,0,0,8,2690,0,1991,47.3843,1500,0,0,0,0,0
4,1.75,1760,1.0,0,2,7,1180,580,0,47.5045,1990,0,0,0,0,0
4,1.75,2180,1.5,0,0,6,1270,910,0,47.5487,1400,0,0,0,0,0
4,1.75,1560,1.0,0,0,7,1560,0,0,47.6707,1510,0,0,0,0,0
3,2.5,1780,2.0,0,0,7,1780,0,0,47.7346,1571,0,0,0,0,0
3,1.75,1260,1.0,0,0,7,1260,0,0,47.385,1810,0,0,0,0,0
4,1.75,1570,1.5,0,0,8,1570,0,0,47.5405,1570,0,0,0,0,0
2,1.0,740,1.0,0,0,5,740,0,0,47.4807,1080,0,0,0,0,0
4,2.25,2020,2.0,0,0,7,1710,310,0,47.6867,1590,0,0,0,0,0
4,1.5,1500,2.0,0,0,7,1420,80,0,47.6893,1480,0,0,0,0,0
4,2.5,1670,1.0,0,0,7,1170,500,0,47.4884,1360,0,0,0,0,0
3,3.5,3620,2.0,0,0,10,2920,700,0,47.5646,3680,0,1,0,0,0
2,1.5,1010,2.0,0,0,7,860,150,0,47.5659,1190,0,0,0,0,0
3,1.5,1460,1.0,0,0,6,1460,0,0,47.3119,1460,0,0,0,0,0
3,1.75,1790,1.0,0,2,8,1350,440,0,47.6366,1960,0,0,0,0,0
3,2.25,1760,2.0,0,0,7,1760,0,0,47.7466,1810,0,0,0,0,0
3,3.5,1790,2.0,0,0,7,1480,310,0,47.542,1150,0,0,0,0,0
3,1.0,1050,1.0,0,0,7,1050,0,0,47.5709,1720,0,0,0,0,0
4,2.5,2590,2.0,0,0,8,2590,0,0,47.7599,2500,0,0,0,0,0
3,1.0,1040,1.0,0,0,7,1040,0,0,47.3631,1290,0,0,0,0,0
4,2.5,4060,2.0,0,0,9,2790,1270,0,47.3694,2810,0,0,0,0,0
4,2.5,3190,2.0,0,0,11,3190,0,0,47.713,3420,0,0,0,0,0
4,2.5,3190,2.0,0,0,11,3190,0,0,47.713,3420,0,0,0,0,0
4,1.75,2180,1.0,0,0,9,2180,0,0,47.5359,2560,0,0,0,1,0
6,3.5,2120,2.0,0,0,7,2120,0,0,47.4788,1860,0,0,0,0,0
4,2.75,2110,2.0,0,0,8,2110,0,0,47.3877,2100,0,0,0,0,0
2,1.5,1210,1.5,0,0,6,1210,0,0,47.6793,1570,0,0,0,0,0
4,2.5,2410,2.0,0,0,8,2410,0,0,47.2641,2380,0,0,0,0,0
3,2.5,1980,2.0,0,0,9,1980,0,0,47.6884,1590,0,0,0,0,0
4,2.5,2370,1.0,0,0,8,1600,770,0,47.5564,2050,0,1,0,0,0
3,1.75,1720,1.5,0,0,7,1270,450,2003,47.649,1130,0,0,0,0,0
2,1.0,750,1.0,0,0,6,750,0,0,47.5368,1260,0,0,0,0,0
3,2.25,2510,1.0,0,0,8,1810,700,0,47.7003,2510,0,0,0,0,0
3,2.5,2577,2.0,0,0,8,2577,0,0,47.2935,2090,0,0,0,0,0
3,1.5,1540,2.0,0,0,8,1540,0,2009,47.5678,1540,0,0,0,0,0
1,1.0,720,1.0,0,0,7,720,0,0,47.6597,1520,0,0,0,0,0
3,2.25,1810,1.0,0,0,8,1450,360,0,47.6258,1740,0,0,0,0,0
3,1.75,1380,1.0,0,0,7,1380,0,0,47.3117,1540,0,0,0,0,0
4,2.5,2570,2.0,0,0,9,2570,0,0,47.593,2570,1,0,0,0,0
4,1.75,1690,1.0,0,0,7,1690,0,0,47.497,1350,0,0,0,0,0
3,0.75,1420,1.0,0,0,7,860,560,0,47.6872,1350,0,0,0,0,0
4,2.0,2130,1.0,0,0,7,1250,880,0,47.3069,1590,0,0,0,0,0
3,2.5,3000,1.5,0,0,7,2110,890,0,47.5781,1970,0,0,0,0,0
4,2.5,2150,1.0,0,0,7,1360,790,0,47.4785,1620,0,0,0,0,0
4,2.0,2280,1.0,0,3,8,1270,1010,0,47.3594,2280,0,0,0,0,0
4,2.0,1560,2.0,0,0,6,1560,0,1967,47.4927,1480,0,0,0,0,0
3,2.0,1880,1.0,0,0,6,940,940,0,47.5091,2060,0,0,0,0,0
3,2.5,2320,2.0,0,0,8,2320,0,0,47.591,2320,0,0,0,0,0
3,1.75,1010,1.0,0,0,7,1010,0,0,47.7317,1250,0,0,0,0,0
3,1.0,1120,1.0,0,0,6,1120,0,0,47.5109,1050,0,0,0,0,0
3,1.75,1560,1.0,0,0,8,1560,0,0,47.5966,2430,0,0,0,0,0
4,1.5,1860,1.0,0,0,7,1860,0,0,47.729,1510,0,0,0,0,0
3,1.5,1150,1.0,0,0,7,1150,0,0,47.4417,1760,0,0,0,0,0
4,1.75,1920,1.0,0,0,7,1920,0,0,47.6344,1580,0,0,0,0,0
4,2.25,2490,1.0,0,0,8,1460,1030,0,47.3115,2000,0,0,0,0,0
3,2.5,1460,2.0,0,0,7,1460,0,0,47.544,1490,0,0,0,0,0
3,3.5,1820,2.0,0,0,8,1430,390,0,47.596,1550,0,0,0,0,0
5,3.0,4290,1.0,0,3,9,2480,1810,2007,47.5473,3550,0,0,0,1,0
4,2.75,2230,1.0,0,0,7,1480,750,0,47.5246,1760,0,0,0,0,0
4,2.5,2070,2.0,0,0,8,2070,0,0,47.3352,2430,0,0,0,0,0
3,1.75,2480,1.0,0,0,8,1240,1240,2014,47.615,2450,0,0,0,0,0
4,3.25,4110,2.0,1,4,12,2720,1390,0,47.6934,2640,0,0,0,0,0
4,2.75,2290,1.5,0,0,7,1550,740,0,47.6793,1460,0,0,0,0,0
3,1.0,1220,1.0,0,0,6,1220,0,0,47.2063,1640,0,0,0,0,0
4,2.75,2620,1.5,0,2,9,1720,900,0,47.58,3530,0,0,0,0,0
4,2.5,3190,2.0,0,0,8,3190,0,0,47.4445,2260,0,0,0,0,0
3,1.0,850,1.0,0,0,6,850,0,0,47.7441,1150,0,0,0,0,0
3,2.5,1740,3.0,0,0,8,1740,0,0,47.5892,1740,0,0,0,0,0
4,2.5,2140,2.0,0,0,8,2140,0,0,47.7173,1690,0,0,0,0,0
3,2.5,2070,2.0,0,0,8,2070,0,0,47.5295,2620,0,0,0,0,0
3,2.5,1680,2.0,0,0,7,1680,0,0,47.6964,1710,0,0,0,0,0
2,1.0,1000,1.0,0,2,7,1000,0,0,47.6753,1830,0,0,0,0,0
3,2.75,3340,1.0,0,0,10,2550,790,1988,47.6665,3340,0,0,0,0,0
3,2.5,1260,2.0,0,0,8,1260,0,0,47.4914,1310,0,0,0,0,0
4,2.25,2430,1.0,0,0,9,2430,0,0,47.7642,2750,0,0,0,0,0
1,1.0,560,1.0,0,0,5,560,0,0,47.511,1120,0,0,0,0,0
3,2.5,3380,2.0,0,0,10,3380,0,0,47.5275,3630,0,0,0,0,0
2,1.0,1100,1.0,0,0,7,1100,0,0,47.6741,2050,0,0,0,0,0
2,2.0,1700,1.0,0,0,5,850,850,0,47.3025,1380,0,0,0,0,0
3,2.5,1600,2.0,0,0,7,1600,0,0,47.6868,1690,0,0,0,0,0
3,2.5,2605,2.0,0,2,9,2090,515,0,47.6529,2605,0,0,0,0,0
2,2.0,1850,1.0,0,0,8,1850,0,0,47.7101,1860,0,0,0,0,0
3,2.25,1830,2.0,0,0,8,1830,0,0,47.2642,2160,0,0,0,0,0
3,3.25,3050,1.0,1,4,8,1650,1400,0,47.3881,1170,0,0,0,0,0
2,1.5,1240,2.0,0,0,8,1200,40,0,47.6104,1410,0,0,0,0,0
3,2.25,2100,2.0,0,0,7,2100,0,0,47.3336,1410,0,0,0,0,0
3,1.0,1250,1.0,0,0,7,1250,0,0,47.5093,1720,0,0,0,0,0
2,2.0,1230,2.0,0,0,7,1230,0,2004,47.7145,1560,0,0,0,0,0
3,1.75,1690,1.0,0,0,7,1690,0,0,47.314,1980,0,0,0,0,0
3,1.0,1520,1.5,0,0,7,1520,0,0,47.7638,1520,0,0,0,0,0
4,2.0,1890,2.0,0,0,7,1890,0,0,47.3846,1690,0,0,0,0,0
4,1.75,1990,1.0,0,0,8,1990,0,0,47.5639,2620,0,1,0,0,0
3,1.75,1480,1.0,0,0,7,1480,0,0,47.2977,1830,0,0,0,0,0
3,1.75,1480,1.0,0,0,7,1480,0,0,47.2977,1830,0,0,0,0,0
3,2.5,2120,2.0,0,0,8,1770,350,0,47.674,2480,0,0,0,0,0
3,3.5,1480,2.0,0,0,7,1300,180,0,47.5421,1140,0,0,0,0,0
3,1.0,1250,1.0,0,0,7,1250,0,0,47.7012,1840,0,0,0,0,0
4,2.5,2010,2.0,0,0,8,2010,0,0,47.5782,2100,0,0,0,0,0
5,2.5,3150,1.0,0,0,10,1800,1350,0,47.6368,3280,0,0,0,0,0
3,3.5,3010,2.0,0,0,10,3010,0,0,47.5943,2780,0,0,0,0,0
5,4.25,3920,2.0,0,0,9,3000,920,0,47.5492,3000,0,0,0,0,0
6,3.0,2880,2.0,0,0,8,2180,700,0,47.6506,1870,0,0,0,0,0
2,2.25,2550,1.0,0,0,10,1720,830,0,47.5304,2560,0,0,0,0,0
5,1.0,1120,1.5,0,0,7,1120,0,0,47.7296,1310,0,0,0,0,0
4,2.75,3140,1.0,0,0,8,1900,1240,1986,47.7086,3170,0,0,0,0,0
4,4.0,4130,2.0,1,4,10,2860,1270,0,47.5968,2980,0,0,0,0,0
4,2.5,2990,1.0,0,2,9,1740,1250,0,47.3424,3370,0,0,0,0,0
2,1.0,1120,1.0,0,3,7,1120,0,0,47.5397,1880,0,0,0,0,0
4,1.5,1570,1.0,0,0,7,1570,0,0,47.4789,980,0,0,0,0,0
3,2.75,2210,2.0,0,0,8,2210,0,0,47.6954,2230,0,0,0,0,0
4,2.5,2390,2.0,0,0,9,2390,0,0,47.5965,2590,0,0,0,0,0
3,1.75,1520,1.0,0,0,8,1520,0,0,47.7687,2080,0,0,0,0,0
5,1.75,1830,1.0,0,0,7,1060,770,0,47.5208,1410,0,0,0,0,0
4,3.5,2640,2.0,0,2,8,2640,0,1998,47.5421,1700,0,0,0,0,0
3,2.5,1740,2.0,0,0,8,1740,0,0,47.5783,2080,0,0,0,0,0
3,2.0,1550,1.0,0,0,8,1550,0,0,47.4654,1860,0,0,0,0,0
3,1.0,1040,1.0,0,0,7,1040,0,0,47.6701,1450,0,0,0,0,0
3,2.25,1640,2.0,0,0,8,1640,0,0,47.5948,1830,0,0,0,0,0
3,2.25,1640,2.0,0,0,8,1640,0,0,47.5948,1830,0,0,0,0,0
3,1.75,1260,1.0,0,0,7,1260,0,2014,47.5727,1320,0,1,0,0,0
3,1.5,1170,2.0,0,0,7,840,330,0,47.5459,1170,0,0,0,0,0
3,1.75,1590,1.0,0,0,7,1090,500,0,47.3621,1540,0,0,0,0,0
3,2.5,1750,1.0,0,0,7,1330,420,0,47.352,1670,0,0,0,0,0
4,2.5,1770,2.0,0,0,7,1770,0,0,47.3672,1770,0,0,0,0,0
4,2.25,3530,2.0,0,0,8,2860,670,0,47.6618,2840,0,0,0,0,0
3,2.5,2160,1.0,0,0,7,1360,800,0,47.7295,2010,0,0,0,0,0
4,2.25,2360,1.0,0,0,9,2360,0,0,47.6307,2650,0,0,0,0,0
3,1.75,1980,1.0,0,0,8,1180,800,0,47.3104,2090,0,0,0,0,0
4,1.5,1620,1.5,0,0,8,1620,0,0,47.7065,1620,0,0,0,0,0
2,2.75,2700,1.0,0,0,9,2700,0,0,47.7187,1440,0,0,0,0,0
5,2.25,3270,2.0,0,2,9,2470,800,0,47.5428,3690,0,0,0,1,0
2,1.0,870,1.0,0,0,6,870,0,0,47.5256,1120,0,0,0,0,0
2,1.75,840,1.0,0,0,6,700,140,0,47.6692,1700,0,0,0,0,0
3,3.5,1340,2.0,0,2,8,1080,260,0,47.711,1650,0,0,0,0,0
3,2.5,1540,3.0,0,0,8,1540,0,0,47.6498,1500,0,0,0,0,0
2,2.0,1650,1.0,0,0,6,1650,0,0,47.5073,1260,0,0,0,0,0
3,2.5,2630,2.0,0,0,8,2630,0,0,47.5322,2220,0,0,0,0,0
4,2.25,1880,1.0,0,0,7,1100,780,0,47.7731,1790,0,0,0,0,0
4,2.5,1980,2.0,0,0,8,1980,0,0,47.579,1770,0,0,0,0,0
3,1.0,1500,1.0,0,0,7,1000,500,0,47.6385,1570,0,0,0,0,0
3,2.0,1230,1.5,0,0,6,1230,0,0,47.4853,1080,0,0,0,0,0
4,2.5,2520,2.0,0,0,8,1670,850,0,47.6434,2290,0,0,0,0,0
5,1.75,1970,1.0,0,0,7,1170,800,0,47.2925,1910,0,0,0,0,0
2,1.5,1520,1.0,0,0,7,1520,0,0,47.7131,1440,0,0,0,0,0
4,2.75,2600,1.0,0,0,8,1300,1300,0,47.6382,2550,0,0,0,0,0
